DIST LENGTH GENE
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	4
26	7
27	6
28	6
29	8
30	5
31	10
32	3
33	8
34	2
35	6
36	6
37	6
38	5
39	7
40	5
41	3
42	2
43	3
44	9
45	5
46	8
47	5
48	3
49	4
50	6
51	3
52	2
53	2
54	5
55	2
56	1
57	1
58	3
59	2
60	0
61	3
62	3
63	1
64	1
65	1
66	4
67	4
68	4
69	1
70	3
71	3
72	4
73	4
74	2
75	5
76	7
77	4
78	6
79	5
80	3
81	2
82	3
83	2
84	9
85	4
86	4
87	3
88	7
89	3
90	6
91	5
92	3
93	6
94	6
95	4
96	4
97	3
98	4
99	4
100	1
101	0
102	2
103	1
104	7
105	3
106	1
107	1
108	3
109	3
110	5
111	4
112	3
113	5
114	2
115	5
116	2
117	6
118	6
119	1
120	4
121	1
122	3
123	7
124	1
125	6
126	2
127	2
128	2
129	3
130	4
131	4
132	2
133	6
134	2
135	4
136	0
137	2
138	4
139	1
140	3
141	5
142	10
143	3
144	3
145	5
146	5
147	4
148	3
149	2
150	5
151	1
152	4
153	6
154	2
155	4
156	3
157	8
158	2
159	3
160	3
161	6
162	7
163	1
164	4
165	2
166	4
167	3
168	4
169	2
170	4
171	5
172	2
173	3
174	4
175	2
176	4
177	3
178	5
179	6
180	10
181	2
182	3
183	6
184	5
185	5
186	5
187	2
188	5
189	4
190	3
191	4
192	4
193	2
194	4
195	5
196	5
197	2
198	3
199	3
200	2
201	4
202	4
203	1
204	4
205	4
206	4
207	5
208	5
209	2
210	3
211	3
212	3
213	3
214	0
215	5
216	3
217	5
218	8
219	2
220	5
221	2
222	5
223	6
224	4
225	3
226	4
227	5
228	8
229	1
230	1
231	3
232	4
233	5
234	6
235	2
236	0
237	5
238	2
239	4
240	7
241	1
242	7
243	3
244	1
245	5
246	4
247	3
248	3
249	2
250	5
251	2
252	4
253	8
254	6
255	7
256	4
257	5
258	0
259	4
260	3
261	2
262	9
263	1
264	3
265	6
266	2
267	4
268	6
269	2
270	5
271	3
272	3
273	9
274	3
275	2
276	7
277	5
278	4
279	1
280	3
281	1
282	3
283	1
284	4
285	4
286	1
287	6
288	3
289	4
290	6
291	2
292	7
293	5
294	2
295	2
296	1
297	0
298	3
299	1
300	2
301	3
302	0
303	4
304	1
305	3
306	4
307	4
308	5
309	1
310	2
311	2
312	4
313	2
314	5
315	1
316	1
317	0
318	5
319	0
320	0
321	3
322	1
323	2
324	3
325	1
326	3
327	2
328	3
329	6
330	8
331	4
332	2
333	3
334	4
335	3
336	6
337	3
338	4
339	3
340	5
341	1
342	4
343	2
344	4
345	3
346	2
347	3
348	3
349	2
350	3
351	2
352	1
353	3
354	1
355	7
356	1
357	2
358	1
359	4
360	4
361	0
362	2
363	2
364	2
365	3
366	2
367	2
368	2
369	3
370	4
371	2
372	4
373	2
374	1
375	4
376	3
377	3
378	3
379	0
380	4
381	6
382	0
383	3
384	2
385	3
386	2
387	2
388	1
389	4
390	3
391	4
392	0
393	3
394	3
395	2
396	0
397	1
398	1
399	1
400	2
401	1
402	4
403	2
404	0
405	3
406	2
407	2
408	1
409	2
410	3
411	1
412	3
413	2
414	2
415	2
416	4
417	3
418	3
419	2
420	3
421	1
422	3
423	1
424	1
425	5
426	3
427	5
428	0
429	3
430	3
431	3
432	1
433	3
434	1
435	3
436	1
437	4
438	3
439	3
440	4
441	0
442	3
443	4
444	1
445	2
446	2
447	2
448	4
449	5
450	4
451	1
452	2
453	1
454	2
455	2
456	0
457	3
458	4
459	3
460	0
461	2
462	0
463	2
464	0
465	1
466	1
467	0
468	1
469	1
470	1
471	1
472	1
473	0
474	2
475	0
476	1
477	1
478	0
479	2
480	3
481	4
482	0
483	1
484	1
485	1
486	2
487	3
488	2
489	0
490	2
491	1
492	2
493	1
494	0
495	1
496	4
497	0
498	0
499	1
500	1
501	1
502	1
503	1
504	0
505	2
506	1
507	1
508	1
509	0
510	2
511	1
512	2
513	0
514	2
515	1
516	2
517	1
518	0
519	0
520	0
521	2
522	1
523	1
524	2
525	2
526	0
527	2
528	1
529	1
530	0
